lifestyle_key,Diet_Type,Smoking_Alcohol,Physical_Activity_Level
34743,balanced,no,moderate
34744,non-veg,no,moderate
34745,veg,yes,sedentary
34746,balanced,yes,moderate
34747,veg,yes,moderate
34748,balanced,yes,sedentary
34749,non-veg,yes,active
34750,balanced,yes,moderate
34751,veg,yes,active
34752,veg,yes,sedentary
34753,balanced,yes,moderate
34754,non-veg,yes,active
34755,veg,no,active
34756,balanced,occasional,moderate
34757,balanced,occasional,sedentary
34758,veg,occasional,active
34759,balanced,occasional,active
34760,veg,yes,sedentary
34761,veg,yes,sedentary
34762,non-veg,yes,sedentary
34763,balanced,no,active
34764,balanced,yes,moderate
34765,balanced,yes,moderate
34766,veg,occasional,sedentary
34767,non-veg,yes,active
34768,non-veg,occasional,moderate
34769,balanced,no,moderate
34770,balanced,no,moderate
34771,non-veg,yes,moderate
34772,veg,occasional,active
34773,veg,occasional,active
34774,balanced,yes,sedentary
34775,balanced,yes,active
34776,non-veg,yes,moderate
34777,balanced,yes,moderate
34778,veg,occasional,sedentary
34779,veg,no,sedentary
34780,balanced,no,moderate
34781,non-veg,occasional,sedentary
34782,balanced,yes,active
34783,veg,no,moderate
34784,non-veg,no,moderate
34785,balanced,yes,active
34786,balanced,occasional,active
34787,balanced,no,sedentary
34788,veg,no,active
34789,non-veg,no,moderate
34790,non-veg,occasional,sedentary
34791,balanced,no,sedentary
34792,balanced,no,active
34793,balanced,no,active
34794,non-veg,yes,sedentary
34795,non-veg,yes,sedentary
34796,non-veg,occasional,sedentary
34797,balanced,occasional,active
34798,balanced,no,active
34799,veg,no,active
34800,veg,occasional,sedentary
34801,balanced,occasional,sedentary
34802,veg,yes,moderate
34803,non-veg,occasional,sedentary
34804,balanced,no,sedentary
34805,veg,occasional,sedentary
34806,non-veg,yes,moderate
34807,non-veg,no,sedentary
34808,balanced,yes,active
34809,balanced,yes,moderate
34810,balanced,yes,active
34811,veg,no,moderate
34812,veg,occasional,moderate
34813,non-veg,yes,moderate
34814,balanced,no,active
34815,non-veg,occasional,sedentary
34816,non-veg,no,moderate
34817,veg,yes,moderate
34818,balanced,occasional,moderate
34819,balanced,no,active
34820,veg,occasional,sedentary
34821,veg,occasional,active
34822,veg,no,sedentary
34823,balanced,yes,sedentary
34824,non-veg,no,sedentary
34825,veg,yes,moderate
34826,balanced,occasional,active
34827,non-veg,yes,active
34828,non-veg,occasional,sedentary
34829,non-veg,yes,moderate
34830,balanced,no,active
34831,veg,no,sedentary
34832,balanced,no,active
34833,non-veg,occasional,active
34834,balanced,occasional,sedentary
34835,balanced,yes,active
34836,non-veg,no,moderate
34837,non-veg,occasional,active
34838,non-veg,no,active
34839,veg,yes,sedentary
34840,balanced,no,active
34841,non-veg,yes,sedentary
34842,veg,no,moderate
34843,non-veg,no,moderate
34844,non-veg,occasional,active
34845,balanced,no,sedentary
34846,veg,occasional,sedentary
34847,non-veg,yes,moderate
34848,non-veg,yes,moderate
34849,veg,no,moderate
34850,non-veg,yes,sedentary
34851,non-veg,no,moderate
34852,veg,no,active
34853,non-veg,yes,sedentary
34854,veg,yes,sedentary
34855,non-veg,no,sedentary
34856,non-veg,yes,active
34857,veg,no,moderate
34858,veg,occasional,active
34859,veg,yes,active
34860,balanced,yes,active
34861,veg,yes,active
34862,non-veg,no,sedentary
34863,non-veg,yes,active
34864,non-veg,yes,sedentary
34865,veg,yes,sedentary
34866,veg,yes,moderate
34867,non-veg,yes,moderate
34868,balanced,occasional,sedentary
34869,veg,yes,moderate
34870,balanced,occasional,active
34871,veg,occasional,active
34872,non-veg,occasional,active
34873,balanced,no,active
34874,non-veg,yes,sedentary
34875,balanced,no,moderate
34876,balanced,yes,moderate
34877,non-veg,no,active
34878,veg,no,sedentary
34879,non-veg,yes,moderate
34880,balanced,no,active
34881,non-veg,no,active
34882,non-veg,occasional,active
34883,non-veg,occasional,sedentary
34884,balanced,occasional,active
34885,non-veg,no,moderate
34886,veg,occasional,active
34887,balanced,occasional,active
34888,veg,no,active
34889,balanced,occasional,active
34890,balanced,yes,moderate
34891,veg,yes,sedentary
34892,balanced,yes,sedentary
34893,veg,yes,active
34894,balanced,occasional,sedentary
34895,veg,occasional,sedentary
34896,balanced,yes,moderate
34897,non-veg,no,active
34898,non-veg,yes,sedentary
34899,veg,occasional,sedentary
34900,non-veg,no,active
34901,balanced,occasional,sedentary
34902,veg,yes,active
34903,balanced,no,moderate
34904,balanced,yes,active
34905,non-veg,yes,moderate
34906,non-veg,no,sedentary
34907,balanced,no,sedentary
34908,veg,yes,sedentary
34909,non-veg,yes,active
34910,veg,occasional,sedentary
34911,balanced,no,sedentary
34912,non-veg,no,active
34913,balanced,yes,active
34914,veg,no,active
34915,non-veg,occasional,moderate
34916,non-veg,occasional,active
34917,balanced,yes,active
34918,veg,no,sedentary
34919,veg,no,active
34920,veg,occasional,active
34921,non-veg,yes,sedentary
34922,balanced,yes,active
34923,non-veg,yes,sedentary
34924,veg,no,active
34925,non-veg,yes,sedentary
34926,balanced,occasional,active
34927,balanced,yes,moderate
34928,veg,occasional,active
34929,veg,yes,sedentary
34930,veg,no,sedentary
34931,veg,no,sedentary
34932,balanced,no,sedentary
34933,balanced,yes,sedentary
34934,veg,yes,moderate
34935,veg,no,moderate
34936,non-veg,occasional,sedentary
34937,balanced,occasional,sedentary
34938,veg,yes,active
34939,non-veg,yes,moderate
34940,non-veg,no,active
34941,veg,occasional,active
34942,balanced,yes,sedentary
34943,non-veg,yes,sedentary
34944,balanced,occasional,moderate
34945,veg,no,moderate
34946,non-veg,occasional,active
34947,balanced,no,active
34948,veg,yes,sedentary
34949,non-veg,no,sedentary
34950,balanced,occasional,active
34951,non-veg,occasional,moderate
34952,veg,occasional,sedentary
34953,non-veg,yes,moderate
34954,veg,occasional,active
34955,balanced,no,moderate
34956,balanced,yes,moderate
34957,veg,occasional,sedentary
34958,non-veg,yes,active
34959,balanced,yes,moderate
34960,balanced,occasional,active
34961,balanced,occasional,sedentary
34962,balanced,yes,sedentary
34963,veg,yes,moderate
34964,balanced,occasional,moderate
34965,non-veg,no,active
34966,non-veg,occasional,sedentary
34967,non-veg,no,active
34968,non-veg,yes,active
34969,non-veg,no,sedentary
34970,non-veg,occasional,sedentary
34971,balanced,yes,moderate
34972,balanced,occasional,moderate
34973,veg,occasional,moderate
34974,veg,occasional,active
34975,non-veg,yes,sedentary
34976,non-veg,no,moderate
34977,non-veg,no,moderate
34978,balanced,no,sedentary
34979,veg,no,sedentary
34980,non-veg,yes,active
34981,non-veg,no,sedentary
34982,veg,occasional,moderate
34983,non-veg,occasional,sedentary
34984,non-veg,occasional,moderate
34985,non-veg,occasional,active
34986,veg,occasional,active
34987,balanced,occasional,moderate
34988,non-veg,yes,sedentary
34989,veg,yes,moderate
34990,balanced,yes,sedentary
34991,non-veg,occasional,sedentary
34992,balanced,no,sedentary
34993,veg,yes,moderate
34994,balanced,occasional,active
34995,non-veg,no,active
34996,non-veg,no,moderate
34997,non-veg,yes,active
34998,veg,occasional,sedentary
34999,non-veg,no,active
35000,non-veg,no,moderate
35001,balanced,occasional,active
35002,non-veg,yes,moderate
35003,veg,occasional,moderate
35004,balanced,yes,moderate
35005,balanced,occasional,sedentary
35006,non-veg,no,moderate
35007,veg,no,active
35008,veg,yes,moderate
35009,balanced,no,sedentary
35010,balanced,yes,sedentary
35011,balanced,yes,sedentary
35012,veg,no,sedentary
35013,balanced,no,active
35014,non-veg,occasional,moderate
35015,veg,occasional,moderate
35016,non-veg,yes,moderate
35017,non-veg,occasional,sedentary
35018,balanced,no,moderate
35019,non-veg,occasional,active
35020,veg,yes,sedentary
35021,veg,no,moderate
35022,balanced,yes,sedentary
35023,non-veg,no,active
35024,balanced,yes,sedentary
35025,veg,occasional,sedentary
35026,non-veg,yes,moderate
35027,veg,yes,moderate
35028,veg,no,moderate
35029,non-veg,no,moderate
35030,balanced,yes,moderate
35031,non-veg,no,moderate
35032,balanced,occasional,sedentary
35033,non-veg,no,moderate
35034,non-veg,yes,active
35035,veg,occasional,active
35036,balanced,occasional,sedentary
35037,balanced,yes,sedentary
35038,veg,no,active
35039,balanced,no,active
35040,balanced,yes,active
35041,veg,yes,sedentary
35042,non-veg,occasional,moderate
35043,non-veg,yes,active
35044,non-veg,yes,sedentary
35045,balanced,no,moderate
35046,veg,occasional,moderate
35047,non-veg,occasional,active
35048,veg,occasional,sedentary
35049,veg,occasional,sedentary
35050,non-veg,yes,active
35051,non-veg,yes,sedentary
35052,balanced,occasional,moderate
35053,non-veg,occasional,moderate
35054,veg,occasional,moderate
35055,balanced,no,sedentary
35056,veg,yes,moderate
35057,non-veg,yes,moderate
35058,balanced,no,sedentary
35059,balanced,occasional,sedentary
35060,balanced,occasional,moderate
35061,non-veg,occasional,active
35062,veg,yes,moderate
35063,balanced,no,moderate
35064,non-veg,no,active
35065,non-veg,yes,moderate
35066,non-veg,occasional,moderate
35067,non-veg,yes,active
35068,veg,yes,moderate
35069,balanced,occasional,moderate
35070,balanced,no,moderate
35071,balanced,yes,sedentary
35072,veg,yes,sedentary
35073,veg,occasional,moderate
35074,non-veg,yes,sedentary
35075,veg,no,moderate
35076,veg,occasional,moderate
35077,non-veg,no,moderate
35078,balanced,occasional,active
35079,balanced,yes,active
35080,veg,occasional,sedentary
35081,non-veg,occasional,moderate
35082,veg,occasional,sedentary
35083,non-veg,no,sedentary
35084,veg,no,active
35085,non-veg,yes,moderate
35086,non-veg,occasional,sedentary
35087,non-veg,yes,active
35088,non-veg,yes,sedentary
35089,non-veg,no,moderate
35090,veg,no,moderate
35091,non-veg,no,moderate
35092,balanced,occasional,active
35093,veg,occasional,sedentary
35094,veg,no,sedentary
35095,veg,no,active
35096,veg,yes,sedentary
35097,non-veg,no,moderate
35098,balanced,occasional,active
35099,balanced,no,moderate
35100,veg,no,moderate
35101,veg,yes,moderate
35102,veg,no,active
35103,veg,no,moderate
35104,veg,occasional,active
35105,non-veg,no,sedentary
35106,veg,no,sedentary
35107,non-veg,no,moderate
35108,non-veg,occasional,moderate
35109,non-veg,occasional,active
35110,balanced,yes,sedentary
35111,non-veg,yes,active
35112,non-veg,no,sedentary
35113,non-veg,occasional,active
35114,veg,no,active
35115,balanced,no,active
35116,non-veg,no,active
35117,non-veg,occasional,active
35118,balanced,occasional,sedentary
35119,veg,yes,active
35120,balanced,no,sedentary
35121,veg,yes,sedentary
35122,non-veg,no,moderate
35123,veg,no,active
35124,veg,yes,moderate
35125,non-veg,yes,sedentary
35126,non-veg,yes,moderate
35127,veg,no,active
35128,veg,occasional,sedentary
35129,veg,occasional,sedentary
35130,balanced,no,moderate
35131,non-veg,occasional,sedentary
35132,veg,occasional,sedentary
35133,balanced,no,moderate
35134,balanced,no,moderate
35135,veg,no,sedentary
35136,non-veg,yes,sedentary
35137,veg,no,active
35138,veg,no,active
35139,balanced,occasional,sedentary
35140,non-veg,occasional,active
35141,veg,occasional,sedentary
35142,non-veg,no,moderate
35143,balanced,occasional,sedentary
35144,balanced,occasional,sedentary
35145,non-veg,yes,sedentary
35146,veg,no,active
35147,veg,no,sedentary
35148,veg,no,moderate
35149,non-veg,occasional,sedentary
35150,balanced,yes,active
35151,non-veg,yes,sedentary
35152,veg,occasional,active
35153,balanced,no,moderate
35154,non-veg,no,sedentary
35155,balanced,yes,moderate
35156,veg,yes,sedentary
35157,veg,yes,moderate
35158,veg,occasional,moderate
35159,non-veg,no,sedentary
35160,veg,no,sedentary
35161,balanced,occasional,moderate
35162,balanced,occasional,sedentary
35163,non-veg,yes,sedentary
35164,balanced,yes,moderate
35165,non-veg,no,moderate
35166,veg,yes,active
35167,balanced,occasional,moderate
35168,non-veg,occasional,sedentary
35169,veg,occasional,active
35170,non-veg,yes,active
35171,veg,no,moderate
35172,non-veg,yes,sedentary
35173,veg,yes,active
35174,balanced,occasional,active
35175,veg,yes,sedentary
35176,veg,occasional,active
35177,balanced,no,sedentary
35178,veg,yes,active
35179,non-veg,yes,active
35180,balanced,occasional,sedentary
35181,non-veg,occasional,sedentary
35182,non-veg,no,sedentary
35183,balanced,yes,moderate
35184,non-veg,yes,sedentary
35185,balanced,no,active
35186,veg,no,active
35187,non-veg,no,moderate
35188,veg,occasional,sedentary
35189,veg,yes,moderate
35190,non-veg,yes,sedentary
35191,veg,yes,moderate
35192,non-veg,occasional,moderate
35193,veg,no,moderate
35194,veg,occasional,moderate
35195,veg,occasional,moderate
35196,non-veg,occasional,active
35197,veg,occasional,moderate
35198,balanced,occasional,sedentary
35199,veg,occasional,active
35200,balanced,no,moderate
35201,veg,no,sedentary
35202,balanced,occasional,sedentary
35203,veg,no,moderate
35204,veg,occasional,moderate
35205,balanced,yes,moderate
35206,non-veg,yes,active
35207,balanced,occasional,sedentary
35208,non-veg,occasional,active
35209,balanced,occasional,sedentary
35210,veg,yes,active
35211,veg,no,active
35212,non-veg,yes,moderate
35213,non-veg,occasional,moderate
35214,balanced,no,moderate
35215,balanced,yes,active
35216,veg,no,moderate
35217,non-veg,occasional,sedentary
35218,veg,yes,sedentary
35219,non-veg,no,moderate
35220,balanced,yes,moderate
35221,non-veg,no,active
35222,veg,no,sedentary
35223,non-veg,no,moderate
35224,non-veg,no,moderate
35225,balanced,occasional,sedentary
35226,non-veg,yes,moderate
35227,non-veg,yes,sedentary
35228,veg,no,active
35229,non-veg,no,sedentary
35230,non-veg,occasional,moderate
35231,balanced,yes,sedentary
35232,balanced,yes,sedentary
35233,veg,no,moderate
35234,non-veg,occasional,sedentary
35235,veg,yes,active
35236,veg,occasional,moderate
35237,balanced,no,active
35238,veg,yes,moderate
35239,balanced,no,active
35240,veg,occasional,sedentary
35241,balanced,occasional,sedentary
35242,veg,no,active
35243,veg,no,moderate
35244,veg,yes,sedentary
35245,balanced,no,moderate
35246,veg,yes,active
35247,veg,yes,sedentary
35248,non-veg,yes,active
35249,veg,no,moderate
35250,non-veg,yes,active
35251,non-veg,no,moderate
35252,veg,yes,sedentary
35253,veg,occasional,moderate
35254,non-veg,occasional,moderate
35255,non-veg,no,active
35256,non-veg,occasional,sedentary
35257,balanced,no,moderate
35258,veg,no,moderate
35259,balanced,yes,sedentary
35260,veg,no,sedentary
35261,veg,occasional,active
35262,veg,no,active
35263,balanced,yes,sedentary
35264,balanced,yes,active
35265,non-veg,yes,active
35266,balanced,yes,moderate
35267,balanced,yes,active
35268,veg,occasional,sedentary
35269,veg,occasional,sedentary
35270,veg,no,active
35271,veg,no,sedentary
35272,balanced,yes,moderate
35273,veg,yes,sedentary
35274,balanced,occasional,moderate
35275,non-veg,no,sedentary
35276,veg,no,sedentary
35277,balanced,occasional,sedentary
35278,veg,occasional,sedentary
35279,veg,yes,sedentary
35280,veg,yes,sedentary
35281,veg,no,sedentary
35282,balanced,yes,sedentary
35283,non-veg,occasional,moderate
35284,veg,yes,active
35285,balanced,yes,moderate
35286,veg,occasional,moderate
35287,balanced,yes,moderate
35288,balanced,occasional,active
35289,non-veg,no,moderate
35290,veg,no,moderate
35291,balanced,yes,moderate
35292,non-veg,no,sedentary
35293,non-veg,yes,moderate
35294,veg,no,active
35295,balanced,occasional,moderate
35296,non-veg,occasional,moderate
35297,veg,no,active
35298,veg,yes,sedentary
35299,balanced,no,active
35300,balanced,no,moderate
35301,non-veg,yes,moderate
35302,balanced,yes,moderate
35303,balanced,yes,sedentary
35304,veg,yes,active
35305,veg,occasional,sedentary
35306,non-veg,occasional,moderate
35307,balanced,yes,moderate
35308,veg,occasional,sedentary
35309,non-veg,no,sedentary
35310,non-veg,yes,sedentary
35311,non-veg,occasional,sedentary
35312,veg,occasional,moderate
35313,veg,no,active
35314,veg,occasional,sedentary
35315,veg,occasional,moderate
35316,non-veg,occasional,active
35317,veg,occasional,moderate
35318,non-veg,no,moderate
35319,balanced,no,active
35320,veg,occasional,sedentary
35321,balanced,no,sedentary
35322,balanced,occasional,active
35323,veg,occasional,active
35324,balanced,occasional,sedentary
35325,balanced,occasional,active
35326,balanced,yes,moderate
35327,balanced,occasional,sedentary
35328,veg,occasional,moderate
35329,balanced,no,active
35330,balanced,no,moderate
35331,veg,yes,sedentary
35332,veg,yes,sedentary
35333,non-veg,no,sedentary
35334,balanced,no,active
35335,veg,yes,active
35336,veg,no,moderate
35337,balanced,no,active
35338,balanced,yes,moderate
35339,balanced,occasional,active
35340,balanced,no,sedentary
35341,veg,yes,sedentary
35342,balanced,no,sedentary
35343,non-veg,no,moderate
35344,non-veg,no,active
35345,non-veg,yes,active
35346,balanced,no,sedentary
35347,veg,no,sedentary
35348,non-veg,occasional,active
35349,non-veg,no,moderate
35350,balanced,occasional,moderate
35351,balanced,yes,moderate
35352,balanced,no,active
35353,balanced,occasional,moderate
35354,non-veg,yes,moderate
35355,non-veg,no,active
35356,non-veg,occasional,sedentary
35357,balanced,yes,sedentary
35358,balanced,occasional,active
35359,veg,occasional,active
35360,non-veg,yes,moderate
35361,veg,no,moderate
35362,balanced,occasional,moderate
35363,veg,occasional,sedentary
35364,veg,occasional,sedentary
35365,balanced,yes,sedentary
35366,non-veg,yes,active
35367,non-veg,yes,sedentary
35368,veg,yes,sedentary
35369,veg,no,active
35370,non-veg,yes,sedentary
35371,non-veg,yes,sedentary
35372,non-veg,occasional,sedentary
35373,veg,occasional,moderate
35374,veg,occasional,active
35375,veg,occasional,sedentary
35376,non-veg,occasional,sedentary
35377,veg,no,moderate
35378,veg,occasional,moderate
35379,balanced,no,moderate
35380,non-veg,occasional,active
35381,veg,yes,active
35382,veg,yes,moderate
35383,balanced,yes,active
35384,veg,occasional,moderate
35385,non-veg,occasional,sedentary
35386,non-veg,yes,sedentary
35387,non-veg,yes,active
35388,veg,occasional,sedentary
35389,non-veg,no,moderate
35390,veg,occasional,active
35391,balanced,no,sedentary
35392,veg,occasional,moderate
35393,veg,occasional,sedentary
35394,non-veg,yes,sedentary
35395,balanced,yes,active
35396,non-veg,no,moderate
35397,balanced,no,moderate
35398,veg,occasional,active
35399,balanced,occasional,moderate
35400,balanced,no,moderate
35401,veg,no,active
35402,non-veg,occasional,moderate
35403,veg,no,moderate
35404,non-veg,occasional,moderate
35405,balanced,yes,moderate
35406,balanced,occasional,moderate
35407,balanced,yes,moderate
35408,balanced,no,sedentary
35409,veg,no,active
35410,balanced,occasional,moderate
35411,balanced,occasional,active
35412,non-veg,occasional,active
35413,balanced,occasional,active
35414,non-veg,no,active
35415,balanced,no,sedentary
35416,balanced,occasional,moderate
35417,balanced,yes,moderate
35418,veg,yes,moderate
35419,balanced,occasional,moderate
35420,veg,yes,sedentary
35421,non-veg,no,sedentary
35422,balanced,occasional,moderate
35423,veg,no,active
35424,non-veg,occasional,moderate
35425,balanced,occasional,moderate
35426,balanced,no,active
35427,balanced,occasional,sedentary
35428,veg,yes,active
35429,balanced,occasional,active
35430,veg,yes,active
35431,balanced,yes,sedentary
35432,non-veg,occasional,sedentary
35433,veg,yes,sedentary
35434,non-veg,yes,moderate
35435,balanced,no,active
35436,balanced,yes,moderate
35437,balanced,yes,moderate
35438,veg,no,moderate
35439,balanced,yes,active
35440,balanced,occasional,moderate
35441,balanced,occasional,active
35442,balanced,occasional,sedentary
35443,veg,yes,active
35444,non-veg,occasional,active
35445,veg,no,sedentary
35446,balanced,no,sedentary
35447,balanced,no,active
35448,veg,yes,sedentary
35449,veg,no,moderate
35450,non-veg,yes,active
35451,veg,yes,sedentary
35452,veg,yes,sedentary
35453,non-veg,no,sedentary
35454,balanced,occasional,moderate
35455,non-veg,no,active
35456,non-veg,no,active
35457,balanced,no,sedentary
35458,veg,occasional,moderate
35459,non-veg,no,sedentary
35460,non-veg,yes,sedentary
35461,veg,occasional,moderate
35462,veg,yes,sedentary
35463,veg,no,moderate
35464,balanced,occasional,moderate
35465,balanced,no,moderate
35466,non-veg,occasional,moderate
35467,veg,occasional,active
35468,balanced,occasional,active
35469,non-veg,occasional,moderate
35470,veg,yes,sedentary
35471,balanced,occasional,sedentary
35472,balanced,yes,active
35473,non-veg,yes,moderate
35474,veg,no,sedentary
35475,veg,yes,active
35476,veg,no,moderate
35477,non-veg,no,sedentary
35478,veg,no,sedentary
35479,non-veg,no,moderate
35480,veg,yes,sedentary
35481,veg,occasional,moderate
35482,balanced,yes,moderate
35483,balanced,yes,moderate
35484,non-veg,occasional,sedentary
35485,veg,occasional,sedentary
35486,non-veg,occasional,sedentary
35487,veg,occasional,sedentary
35488,veg,occasional,active
35489,non-veg,occasional,moderate
35490,non-veg,no,active
35491,non-veg,yes,moderate
35492,non-veg,occasional,moderate
35493,balanced,no,moderate
35494,veg,occasional,sedentary
35495,veg,no,sedentary
35496,balanced,no,sedentary
35497,non-veg,no,active
35498,non-veg,no,moderate
35499,veg,yes,moderate
35500,veg,occasional,moderate
35501,balanced,yes,moderate
35502,non-veg,yes,active
35503,non-veg,yes,sedentary
35504,balanced,no,moderate
35505,balanced,no,sedentary
35506,non-veg,no,sedentary
35507,veg,occasional,active
35508,veg,yes,moderate
35509,non-veg,no,moderate
35510,non-veg,no,moderate
35511,balanced,yes,sedentary
35512,non-veg,occasional,sedentary
35513,balanced,occasional,active
35514,balanced,yes,active
35515,non-veg,no,moderate
35516,veg,no,moderate
35517,veg,no,active
35518,balanced,no,sedentary
35519,veg,yes,moderate
35520,veg,occasional,active
35521,veg,occasional,sedentary
35522,non-veg,occasional,active
35523,balanced,no,moderate
35524,non-veg,yes,active
35525,non-veg,no,moderate
35526,veg,occasional,active
35527,non-veg,yes,moderate
35528,balanced,yes,active
35529,veg,yes,sedentary
35530,balanced,no,active
35531,balanced,occasional,sedentary
35532,veg,occasional,moderate
35533,veg,yes,active
35534,balanced,yes,sedentary
35535,balanced,occasional,active
35536,veg,no,sedentary
35537,non-veg,yes,moderate
35538,non-veg,occasional,moderate
35539,balanced,occasional,sedentary
35540,balanced,yes,moderate
35541,balanced,no,moderate
35542,veg,occasional,sedentary
35543,veg,no,sedentary
35544,veg,no,sedentary
35545,balanced,no,sedentary
35546,balanced,no,sedentary
35547,veg,occasional,moderate
35548,balanced,yes,active
35549,veg,yes,moderate
35550,non-veg,yes,sedentary
35551,balanced,yes,active
35552,veg,yes,active
35553,balanced,no,sedentary
35554,veg,yes,active
35555,non-veg,yes,sedentary
35556,veg,no,active
35557,balanced,occasional,active
35558,veg,no,moderate
35559,veg,yes,active
35560,balanced,no,moderate
35561,veg,occasional,moderate
35562,non-veg,no,moderate
35563,non-veg,no,active
35564,balanced,occasional,sedentary
35565,non-veg,no,sedentary
35566,balanced,yes,active
35567,non-veg,yes,moderate
35568,non-veg,yes,active
35569,balanced,yes,moderate
35570,non-veg,occasional,moderate
35571,balanced,occasional,sedentary
35572,veg,yes,sedentary
35573,veg,occasional,sedentary
35574,balanced,occasional,active
35575,balanced,yes,moderate
35576,non-veg,no,sedentary
35577,non-veg,occasional,sedentary
35578,veg,no,sedentary
35579,non-veg,occasional,moderate
35580,veg,occasional,moderate
35581,veg,no,moderate
35582,veg,occasional,active
35583,balanced,occasional,moderate
35584,veg,occasional,moderate
35585,veg,no,sedentary
35586,balanced,yes,sedentary
35587,veg,yes,sedentary
35588,veg,occasional,moderate
35589,non-veg,no,sedentary
35590,non-veg,occasional,active
35591,balanced,occasional,sedentary
35592,veg,no,moderate
35593,non-veg,occasional,active
35594,veg,yes,active
35595,non-veg,yes,sedentary
35596,veg,occasional,moderate
35597,balanced,occasional,moderate
35598,balanced,yes,active
35599,non-veg,no,moderate
35600,balanced,no,moderate
35601,balanced,occasional,active
35602,non-veg,occasional,active
35603,non-veg,no,sedentary
35604,balanced,yes,sedentary
35605,non-veg,yes,active
35606,non-veg,yes,sedentary
35607,non-veg,occasional,moderate
35608,veg,occasional,active
35609,veg,yes,moderate
35610,veg,occasional,moderate
35611,non-veg,no,active
35612,balanced,yes,active
35613,veg,yes,moderate
35614,non-veg,no,moderate
35615,non-veg,occasional,active
35616,non-veg,yes,active
35617,veg,occasional,active
35618,non-veg,no,moderate
35619,balanced,yes,sedentary
35620,non-veg,no,sedentary
35621,balanced,no,sedentary
35622,non-veg,occasional,sedentary
35623,veg,no,sedentary
35624,veg,yes,active
35625,balanced,occasional,sedentary
35626,balanced,yes,active
35627,veg,occasional,moderate
35628,veg,no,moderate
35629,veg,occasional,active
35630,balanced,yes,sedentary
35631,balanced,yes,active
35632,veg,yes,moderate
35633,veg,no,moderate
35634,non-veg,no,sedentary
35635,non-veg,no,sedentary
35636,non-veg,yes,sedentary
35637,veg,no,active
35638,balanced,no,sedentary
35639,veg,no,active
35640,non-veg,no,moderate
35641,veg,occasional,moderate
35642,balanced,no,active
35643,balanced,occasional,sedentary
35644,non-veg,yes,active
35645,veg,occasional,sedentary
35646,balanced,no,sedentary
35647,veg,yes,sedentary
35648,non-veg,yes,sedentary
35649,non-veg,no,sedentary
35650,non-veg,yes,active
35651,veg,yes,active
35652,veg,occasional,moderate
35653,non-veg,occasional,moderate
35654,non-veg,yes,moderate
35655,veg,yes,moderate
35656,non-veg,no,moderate
35657,balanced,no,moderate
35658,non-veg,no,moderate
35659,non-veg,no,sedentary
35660,non-veg,occasional,moderate
35661,non-veg,no,moderate
35662,veg,no,sedentary
35663,non-veg,yes,sedentary
35664,non-veg,no,moderate
35665,veg,occasional,active
35666,veg,no,sedentary
35667,non-veg,occasional,active
35668,veg,yes,sedentary
35669,balanced,no,active
35670,veg,occasional,sedentary
35671,veg,occasional,active
35672,balanced,no,sedentary
35673,veg,no,moderate
35674,non-veg,occasional,sedentary
35675,balanced,no,active
35676,balanced,occasional,moderate
35677,non-veg,no,moderate
35678,balanced,no,sedentary
35679,veg,no,moderate
35680,veg,occasional,sedentary
35681,non-veg,no,sedentary
35682,balanced,yes,moderate
35683,balanced,yes,moderate
35684,veg,no,active
35685,non-veg,no,active
35686,balanced,no,moderate
35687,non-veg,no,sedentary
35688,balanced,no,sedentary
35689,balanced,occasional,moderate
35690,balanced,occasional,moderate
35691,non-veg,no,moderate
35692,balanced,no,sedentary
35693,veg,yes,sedentary
35694,balanced,yes,sedentary
35695,balanced,no,sedentary
35696,balanced,no,sedentary
35697,balanced,no,active
35698,balanced,occasional,sedentary
35699,balanced,no,active
35700,balanced,occasional,sedentary
35701,balanced,yes,moderate
35702,balanced,no,active
35703,veg,no,active
35704,veg,yes,sedentary
35705,non-veg,no,sedentary
35706,veg,no,active
35707,non-veg,no,active
35708,non-veg,occasional,moderate
35709,balanced,no,moderate
35710,balanced,yes,active
35711,non-veg,no,sedentary
35712,non-veg,yes,active
35713,balanced,yes,sedentary
35714,non-veg,yes,active
35715,veg,no,active
35716,balanced,no,active
35717,veg,yes,active
35718,non-veg,yes,sedentary
35719,veg,occasional,sedentary
35720,balanced,no,active
35721,veg,no,sedentary
35722,non-veg,yes,active
35723,balanced,no,active
35724,veg,no,sedentary
35725,veg,yes,sedentary
35726,veg,yes,active
35727,veg,occasional,sedentary
35728,balanced,occasional,moderate
35729,non-veg,no,moderate
35730,balanced,no,sedentary
35731,balanced,occasional,sedentary
35732,balanced,no,sedentary
35733,balanced,yes,sedentary
35734,veg,occasional,sedentary
35735,non-veg,yes,active
35736,veg,occasional,sedentary
35737,non-veg,occasional,active
35738,non-veg,occasional,moderate
35739,balanced,yes,active
35740,veg,occasional,sedentary
35741,non-veg,no,moderate
35742,veg,occasional,sedentary
35743,veg,yes,moderate
35744,non-veg,yes,active
35745,veg,yes,moderate
35746,non-veg,no,moderate
35747,veg,yes,sedentary
35748,veg,occasional,moderate
35749,veg,occasional,moderate
35750,non-veg,yes,active
35751,non-veg,yes,moderate
35752,balanced,yes,sedentary
35753,veg,no,moderate
35754,non-veg,yes,sedentary
35755,veg,no,active
35756,balanced,no,moderate
35757,veg,no,sedentary
35758,veg,yes,moderate
35759,balanced,no,active
35760,non-veg,occasional,sedentary
